chamberPressure,upstreamPressure,downstreamPressure,thrust,propellantMass,massFlow,throttlePosition,igniterVoltage,missionTime,managerStateTime,delta,
0.0,-3.2964043617248535,-15.854372024536133,0.41590970754623413,8.620306015014648,0.0,0.0,0.0,151241728.0,2.0,402.0,0.0
0.0,-0.8657979965209961,-14.639083862304688,0.41590970754623413,8.620306015014648,0.0,0.0,0.0,151247008.0,5286.0,402.0,0.0
0.0,-5.72695255279541,-10.183025360107422,0.41864901781082153,8.620266914367676,0.0,0.0,0.0,151253232.0,11510.0,402.0,0.0
0.0,-2.891308069229126,-14.639083862304688,0.41864901781082153,8.620266914367676,0.0,0.0,0.0,151259056.0,17338.0,402.0,0.0
0.0,-3.2964043617248535,-13.42378044128418,0.42996805906295776,8.621066093444824,0.0,0.0,0.0,151265152.0,23421.0,402.0,0.0
0.0,-3.2964043617248535,-15.449275970458984,0.42996805906295776,8.621066093444824,0.0,0.0,0.0,151271216.0,29493.0,402.0,0.0
0.0,-2.08111572265625,-11.803409576416016,0.4228872060775757,8.621642112731934,0.0,0.0,0.0,151277648.0,35925.0,402.0,0.0
0.0,-3.7014715671539307,-15.854372024536133,0.4228872060775757,8.621642112731934,0.0,0.0,0.0,151284064.0,42331.0,402.0,0.0
0.0,-3.7014715671539307,-13.828877449035645,0.4228872060775757,8.620656967163086,0.0,0.0,0.0,151290576.0,48856.0,402.0,0.0
0.0,-1.6759904623031616,-12.613602638244629,0.4228872060775757,8.620656967163086,0.0,0.0,0.0,151296032.0,54303.0,402.0,0.0
0.0,-3.2964043617248535,-14.639083862304688,0.42722874879837036,8.620481491088867,0.0,0.0,0.0,151302256.0,60527.0,402.0,0.0
0.0,-2.891308069229126,-14.233972549438477,0.42722874879837036,8.620481491088867,0.0,0.0,0.0,151308032.0,66305.0,402.0,0.0
0.0,-4.511663913726807,-11.803409576416016,0.41704678535461426,8.620511054992676,0.0,0.0,0.0,151314160.0,72434.0,402.0,0.0
0.0,-4.511663913726807,-13.018699645996094,0.41704678535461426,8.620511054992676,0.0,0.0,0.0,151320032.0,78301.0,402.0,0.0
0.0,-1.6759904623031616,-15.044179916381836,0.4218018054962158,8.621192932128906,0.0,0.0,0.0,151326544.0,84819.0,402.0,0.0
0.0,-7.7524333000183105,-15.044179916381836,0.4218018054962158,8.621827125549316,0.0,0.0,0.0,151332096.0,90378.0,402.0,0.0
0.0,-3.7014715671539307,-14.639083862304688,0.4315186142921448,8.621827125549316,0.0,0.0,0.0,151338224.0,96499.0,402.0,0.0
0.0,-1.6759904623031616,-14.639083862304688,0.4315186142921448,8.62177848815918,0.0,0.0,0.0,151344064.0,102334.0,402.0,0.0
0.0,-4.916759967803955,-14.639083862304688,0.41275691986083984,8.62177848815918,0.0,0.0,0.0,151350128.0,108409.0,402.0,0.0
0.0,-4.106567859649658,-13.828877449035645,0.41275691986083984,8.620832443237305,0.0,0.0,0.0,151356016.0,114292.0,402.0,0.0
0.0,-5.321856498718262,-13.018699645996094,0.4173569083213806,8.620832443237305,0.0,0.0,0.0,151362576.0,120856.0,402.0,0.0
0.0,-2.891308069229126,-13.828877449035645,0.4173569083213806,8.62177848815918,0.0,0.0,0.0,151369104.0,127377.0,402.0,0.0
