chamberPressure,upstreamPressure,downstreamPressure,thrust,propellantMass,massFlow,throttlePosition,igniterVoltage,missionTime,managerStateTime,delta
-3.7014715671539307,0.0,-21.930814743041992,2.2653563022613525,11.5592679977417,0.0,0.0,300.0,518206048.0,4750.0,406.0,0.0
-0.05560554563999176,0.0,-17.879852294921875,2.2653563022613525,11.5592679977417,0.0,0.0,300.0,518212608.0,11312.0,406.0,0.0
-3.2964043617248535,0.0,-19.5002384185791,2.2567250728607178,11.55996036529541,0.0,0.0,300.0,518219136.0,17836.0,406.0,0.0
2.374971866607666,0.0,-18.690046310424805,2.2567250728607178,11.558566093444824,0.0,0.0,300.0,518225696.0,24399.0,406.0,0.0
-2.4862120151519775,0.0,-10.993218421936035,2.2554328441619873,11.558566093444824,0.0,0.0,300.0,518231040.0,29744.0,406.0,0.0
-3.2964043617248535,0.0,-21.120622634887695,2.2554328441619873,11.557435035705566,0.0,0.0,300.0,518237024.0,35726.0,406.0,0.0
1.564779281616211,0.0,-17.879852294921875,2.260601282119751,11.557435035705566,0.0,0.0,300.0,518243264.0,41957.0,406.0,0.0
-3.7014715671539307,0.0,-19.5002384185791,2.260601282119751,11.557151794433594,0.0,0.0,300.0,518249184.0,47895.0,406.0,0.0
-3.7014715671539307,0.0,-20.715526580810547,2.261014938354492,11.557151794433594,0.0,0.0,300.0,518255104.0,53793.0,406.0,0.0
-2.891308069229126,0.0,-16.66456413269043,2.261014938354492,11.55965805053711,0.0,0.0,300.0,518261696.0,60394.0,406.0,0.0
-2.08111572265625,0.0,-17.06966209411621,2.255122661590576,11.55965805053711,0.0,0.0,300.0,518267040.0,65743.0,406.0,0.0
-3.2964043617248535,0.0,-20.31041717529297,2.255122661590576,11.56043815612793,0.0,0.0,300.0,518273280.0,71974.0,406.0,0.0
-4.106567859649658,0.0,-20.31041717529297,2.260549545288086,11.56043815612793,0.0,0.0,300.0,518279200.0,77910.0,406.0,0.0
2.7800679206848145,0.0,-17.47475814819336,2.260549545288086,11.558732032775879,0.0,0.0,300.0,518285088.0,83792.0,406.0,0.0
-2.891308069229126,0.0,-22.33591079711914,2.270318031311035,11.558732032775879,0.0,0.0,300.0,518291072.0,89773.0,406.0,0.0
9.666703224182129,0.0,-18.284950256347656,2.270318031311035,11.557942390441895,0.0,0.0,300.0,518297600.0,96288.0,406.0,0.0
-4.106567859649658,0.0,-17.879852294921875,2.264064311981201,11.557942390441895,0.0,0.0,300.0,518304128.0,102844.0,406.0,0.0
-2.08111572265625,0.0,-20.31041717529297,2.264064311981201,11.559297561645508,0.0,0.0,300.0,518310656.0,109369.0,406.0,0.0
-3.7014715671539307,0.0,-18.690046310424805,2.267216920852661,11.559297561645508,0.0,0.0,300.0,518316032.0,114742.0,406.0,0.0
-2.4862120151519775,0.0,-21.525720596313477,2.267216920852661,11.558293342590332,0.0,0.0,300.0,518322208.0,120913.0,406.0,0.0
-0.05560554563999176,0.0,-19.905319213867188,2.2713000774383545,11.558293342590332,0.0,0.0,300.0,518328128.0,126836.0,406.0,0.0
-2.891308069229126,0.0,-19.095142364501953,2.2713000774383545,11.558829307556152,0.0,0.0,300.0,518334112.0,132806.0,406.0,0.0
-4.511663913726807,0.0,-20.31041717529297,2.2597744464874268,11.558829307556152,0.0,0.0,300.0,518340064.0,138778.0,406.0,0.0
-3.7014715671539307,0.0,-19.5002384185791,2.2597744464874268,11.560340881347656,0.0,0.0,300.0,518346560.0,145255.0,406.0,0.0
-2.08111572265625,0.0,-20.31041717529297,2.2553293704986572,11.559950828552246,0.0,0.0,300.0,518353120.0,151814.0,406.0,0.0
-4.106567859649658,0.0,-22.33591079711914,2.2553293704986572,11.559950828552246,0.0,0.0,300.0,518359616.0,158329.0,406.0,0.0
-4.106567859649658,0.0,-21.525720596313477,2.260911464691162,11.558926582336426,0.0,0.0,300.0,518365024.0,163717.0,406.0,0.0
-3.7014715671539307,0.0,-17.879852294921875,2.260911464691162,11.558926582336426,0.0,0.0,300.0,518371200.0,169902.0,406.0,0.0
-0.8657979965209961,0.0,-19.5002384185791,2.2714035511016846,11.561822891235352,0.0,0.0,300.0,518377184.0,175881.0,406.0,0.0
-2.891308069229126,0.0,-20.715526580810547,2.2714035511016846,11.561822891235352,0.0,0.0,300.0,518383104.0,181818.0,406.0,0.0
-4.916759967803955,0.0,-19.5002384185791,2.269232749938965,11.562593460083008,0.0,0.0,300.0,518389056.0,187767.0,406.0,0.0
5.6157121658325195,0.0,-17.06966209411621,2.269232749938965,11.562593460083008,0.0,0.0,300.0,518395584.0,194285.0,406.0,0.0
-2.891308069229126,0.0,-13.828877449035645,2.263392448425293,11.559745788574219,0.0,0.0,300.0,518402144.0,200848.0,406.0,0.0
-3.7014715671539307,0.0,-18.284950256347656,2.263392448425293,11.559745788574219,0.0,0.0,300.0,518408672.0,207374.0,406.0,0.0
-4.106567859649658,0.0,-16.259469985961914,2.251039505004883,11.559551239013672,0.0,0.0,300.0,518414016.0,212714.0,406.0,0.0
-2.08111572265625,0.0,-19.095142364501953,2.251039505004883,11.559551239013672,0.0,0.0,300.0,518420256.0,218948.0,406.0,0.0
-0.05560554563999176,0.0,-19.5002384185791,2.2591540813446045,11.559551239013672,0.0,0.0,300.0,518426176.0,224885.0,406.0,0.0
-5.72695255279541,0.0,-22.33591079711914,2.2591540813446045,11.559551239013672,0.0,0.0,300.0,518432160.0,230870.0,406.0,0.0
-1.270894169807434,0.0,-20.715526580810547,2.3198840618133545,11.559394836425781,0.0,0.0,300.0,518438112.0,236814.0,406.0,0.0
-4.511663913726807,0.0,-20.715526580810547,2.3198840618133545,11.559394836425781,0.0,0.0,300.0,518444640.0,243328.0,406.0,0.0
-4.106567859649658,0.0,-19.905319213867188,3.716362953186035,11.559394836425781,0.0,0.0,300.0,518451200.0,249908.0,406.0,0.0
-5.321856498718262,0.0,-21.930814743041992,3.8152363300323486,11.561003684997559,0.0,0.0,300.0,518457728.0,256431.0,406.0,0.0
-3.2964043617248535,0.0,-17.06966209411621,3.8152363300323486,11.561003684997559,0.0,0.0,300.0,518463104.0,261802.0,406.0,0.0
-4.106567859649658,0.0,-19.905319213867188,2.3385941982269287,11.559677124023438,0.0,0.0,300.0,518469024.0,267726.0,406.0,0.0
4.400423526763916,0.0,-16.66456413269043,2.3385941982269287,11.559677124023438,0.0,0.0,300.0,518475200.0,273892.0,406.0,0.0
-1.6759904623031616,0.0,-19.5002384185791,2.2650978565216064,11.55801010131836,0.0,0.0,300.0,518481248.0,279960.0,406.0,0.0
4.400423526763916,0.0,-17.06966209411621,2.2650978565216064,11.55801010131836,0.0,0.0,300.0,518487104.0,285793.0,406.0,0.0
-6.132063388824463,0.0,-20.715526580810547,2.263702392578125,11.559102058410645,0.0,0.0,300.0,518493664.0,292353.0,406.0,0.0
-3.7014715671539307,0.0,-20.31041717529297,2.263702392578125,11.559102058410645,0.0,0.0,300.0,518500192.0,298883.0,406.0,0.0
-4.511663913726807,0.0,-19.095142364501953,2.272488832473755,11.560009002685547,0.0,0.0,300.0,518506528.0,305215.0,406.0,0.0
-4.106567859649658,0.0,-19.905319213867188,2.272488832473755,11.560009002685547,0.0,0.0,300.0,518513056.0,311754.0,406.0,0.0
-3.2964043617248535,0.0,-21.120622634887695,2.278225898742676,11.559209823608398,0.0,0.0,300.0,518519712.0,318412.0,406.0,0.0
-3.2964043617248535,0.0,-19.095142364501953,2.278225898742676,11.559209823608398,0.0,0.0,300.0,518525056.0,323743.0,406.0,0.0
1.564779281616211,0.0,-16.259469985961914,2.2625653743743896,11.559551239013672,0.0,0.0,300.0,518531072.0,329767.0,406.0,0.0
-3.7014715671539307,0.0,-20.715526580810547,2.2625653743743896,11.559551239013672,0.0,0.0,300.0,518537280.0,335985.0,406.0,0.0
-3.7014715671539307,0.0,-20.31041717529297,2.257706880569458,11.55933666229248,0.0,0.0,300.0,518543200.0,341907.0,406.0,0.0
-2.891308069229126,0.0,-21.120622634887695,2.257706880569458,11.558263778686523,0.0,0.0,300.0,518549152.0,347857.0,406.0,0.0
-3.7014715671539307,0.0,-12.613602638244629,2.2620484828948975,11.558263778686523,0.0,0.0,300.0,518555648.0,354356.0,406.0,0.0
-3.2964043617248535,0.0,-22.741008758544922,2.2620484828948975,11.558683395385742,0.0,0.0,300.0,518562208.0,360903.0,406.0,0.0
-2.4862120151519775,0.0,-19.905319213867188,2.2563631534576416,11.558683395385742,0.0,0.0,300.0,518568736.0,367442.0,406.0,0.0
-3.7014715671539307,0.0,-14.639083862304688,2.2563631534576416,11.558526992797852,0.0,0.0,300.0,518574112.0,372823.0,406.0,0.0
0.7545868754386902,0.0,-17.879852294921875,2.263392448425293,11.558526992797852,0.0,0.0,300.0,518580064.0,378759.0,406.0,0.0
-3.7014715671539307,0.0,-13.018699645996094,2.263392448425293,11.558722496032715,0.0,0.0,300.0,518586048.0,384746.0,406.0,0.0
-4.106567859649658,0.0,-18.284950256347656,2.2615315914154053,11.558722496032715,0.0,0.0,300.0,518592224.0,390921.0,406.0,0.0
-4.106567859649658,0.0,-21.930814743041992,2.2615315914154053,11.560662269592285,0.0,0.0,300.0,518598144.0,396844.0,406.0,0.0
-2.891308069229126,0.0,-22.33591079711914,2.2494890689849854,11.560662269592285,0.0,0.0,300.0,518604672.0,403362.0,406.0,0.0
-4.511663913726807,0.0,-19.905319213867188,2.2494890689849854,11.561100959777832,0.0,0.0,300.0,518610048.0,408740.0,406.0,0.0
-3.7014715671539307,0.0,-20.31041717529297,2.249023914337158,11.561100959777832,0.0,0.0,300.0,518616224.0,414927.0,406.0,0.0
-2.891308069229126,0.0,-22.741008758544922,2.249023914337158,11.559599876403809,0.0,0.0,300.0,518622208.0,420915.0,406.0,0.0
-2.08111572265625,0.0,-20.31041717529297,2.252228260040283,11.559599876403809,0.0,0.0,300.0,518628128.0,426843.0,406.0,0.0
-1.270894169807434,0.0,-17.06966209411621,2.252228260040283,11.558039665222168,0.0,0.0,300.0,518634080.0,432777.0,406.0,0.0
-2.4862120151519775,0.0,-21.525720596313477,2.2554328441619873,11.558039665222168,0.0,0.0,300.0,518640640.0,439330.0,406.0,0.0
0.3494906723499298,0.0,-19.5002384185791,2.2554328441619873,11.55845832824707,0.0,0.0,300.0,518647136.0,445845.0,406.0,0.0
1.159683108329773,0.0,-17.06966209411621,2.250884532928467,11.557971000671387,0.0,0.0,300.0,518653696.0,452398.0,406.0,0.0
-2.891308069229126,0.0,-19.905319213867188,2.250884532928467,11.557971000671387,0.0,0.0,300.0,518660224.0,458927.0,406.0,0.0
