chamberPressure,upstreamPressure,downstreamPressure,thrust,propellantMass,massFlow,throttlePosition,igniterVoltage,missionTime,managerStateTime,delta,
0.0,-11.398314476013184,-15.044179916381836,-0.04398398846387863,10.188676834106445,0.0,0.0,0.0,118314688.0,4765.0,389.0,0.0
0.0,-12.20850658416748,-15.044179916381836,-0.04398398846387863,10.188676834106445,0.0,0.0,0.0,118321184.0,11265.0,389.0,0.0
0.0,-13.018699645996094,-13.018699645996094,-0.03643796965479851,10.188715934753418,0.0,0.0,0.0,118327744.0,17825.0,389.0,0.0
0.0,-14.639083862304688,-13.018699645996094,-0.03643796965479851,10.188715934753418,0.0,0.0,0.0,118333040.0,23117.0,389.0,0.0
0.0,-10.183025360107422,-13.828877449035645,-0.026876233518123627,10.18506908416748,0.0,0.0,0.0,118339008.0,29091.0,389.0,0.0
0.0,-11.398314476013184,-12.20850658416748,-0.026876233518123627,10.18506908416748,0.0,0.0,0.0,118345232.0,35315.0,389.0,0.0
0.0,-12.20850658416748,-14.639083862304688,-0.045792967081069946,10.18139362335205,0.0,0.0,0.0,118351016.0,41092.0,389.0,0.0
0.0,-12.20850658416748,-11.398314476013184,-0.045792967081069946,10.18139362335205,0.0,0.0,0.0,118357288.0,47365.0,389.0,0.0
0.0,-11.398314476013184,-13.828877449035645,-0.05235696956515312,10.181022644042969,0.0,0.0,0.0,118363664.0,53746.0,389.0,0.0
0.0,-12.613602638244629,-11.803409576416016,-0.05235696956515312,10.180778503417969,0.0,0.0,0.0,118370168.0,60250.0,389.0,0.0
0.0,-12.613602638244629,-14.639083862304688,-0.0544760562479496,10.180778503417969,0.0,0.0,0.0,118376728.0,66808.0,389.0,0.0
0.0,-13.018699645996094,-16.66456413269043,-0.0544760562479496,10.18054485321045,0.0,0.0,0.0,118382064.0,72147.0,389.0,0.0
0.0,-13.42378044128418,-14.639083862304688,-0.053855836391448975,10.18054485321045,0.0,0.0,0.0,118388288.0,78371.0,389.0,0.0
