chamberPressure,upstreamPressure,downstreamPressure,thrust,propellantMass,massFlow,throttlePosition,igniterVoltage,missionTime,managerStateTime,delta,
0.0,612.0447998046875,-11.803409576416016,0.02382681518793106,7.555003643035889,0.0,0.0,0.0,293090560.0,2.0,410.0,0.0
0.0,614.0702514648438,-15.449275970458984,0.04522443190217018,7.554993629455566,0.0,0.0,0.0,293097120.0,6547.0,410.0,0.0
0.0,612.8550415039062,-14.639083862304688,0.04522443190217018,7.554876804351807,0.0,0.0,0.0,293103648.0,13062.0,410.0,0.0
0.0,612.8550415039062,-16.66456413269043,0.05297718942165375,7.554876804351807,0.0,0.0,0.0,293110144.0,19575.0,410.0,0.0
0.0,615.2855834960938,-15.044179916381836,0.05297718942165375,7.554594039916992,0.0,0.0,0.0,293116640.0,26074.0,410.0,0.0
0.0,614.8804321289062,-15.449275970458984,0.037316616624593735,7.554594039916992,0.0,0.0,0.0,293122048.0,31462.0,410.0,0.0
0.0,614.0702514648438,-14.639083862304688,0.037316616624593735,7.555588245391846,0.0,0.0,0.0,293128256.0,37680.0,410.0,0.0
0.0,615.690673828125,-14.639083862304688,0.02134593203663826,7.555588245391846,0.0,0.0,0.0,293134208.0,43647.0,410.0,0.0
0.0,611.6396484375,-15.449275970458984,0.02134593203663826,7.5562028884887695,0.0,0.0,0.0,293140096.0,49515.0,410.0,0.0
0.0,612.4498901367188,-15.854372024536133,0.03411214426159859,7.5562028884887695,0.0,0.0,0.0,293146016.0,55452.0,410.0,0.0
0.0,612.8550415039062,-15.044179916381836,0.03411214426159859,7.556192874908447,0.0,0.0,0.0,293152576.0,61998.0,410.0,0.0
0.0,612.8550415039062,-13.42378044128418,0.04894575476646423,7.556192874908447,0.0,0.0,0.0,293159072.0,68502.0,410.0,0.0
0.0,613.6651611328125,-15.449275970458984,0.04894575476646423,7.555793285369873,0.0,0.0,0.0,293165600.0,75021.0,410.0,0.0
0.0,612.8550415039062,-6.537159442901611,0.04057277366518974,7.554476737976074,0.0,0.0,0.0,293172160.0,81594.0,410.0,0.0
0.0,618.9314575195312,-11.803409576416016,0.04057277366518974,7.554476737976074,0.0,0.0,0.0,293178656.0,88086.0,410.0,0.0
0.0,613.2600708007812,-13.018699645996094,0.056543461978435516,7.555607795715332,0.0,0.0,0.0,293184096.0,93509.0,410.0,0.0
0.0,612.8550415039062,-14.639083862304688,0.056543461978435516,7.555607795715332,0.0,0.0,0.0,293190208.0,99626.0,410.0,0.0
0.0,614.0702514648438,-14.639083862304688,0.05354572832584381,7.555764198303223,0.0,0.0,0.0,293196160.0,105593.0,410.0,0.0
0.0,611.6396484375,-14.233972549438477,0.05354572832584381,7.555764198303223,0.0,0.0,0.0,293202080.0,111514.0,410.0,0.0
0.0,614.0702514648438,-14.233972549438477,0.051478322595357895,7.556495189666748,0.0,0.0,0.0,293208032.0,117447.0,410.0,0.0
0.0,616.0957641601562,-15.854372024536133,0.051478322595357895,7.556495189666748,0.0,0.0,0.0,293214560.0,123999.0,410.0,0.0
0.0,615.690673828125,-12.613602638244629,0.038453686982393265,7.55662202835083,0.0,0.0,0.0,293221088.0,130515.0,410.0,0.0
0.0,616.0957641601562,-13.828877449035645,0.038453686982393265,7.55662202835083,0.0,0.0,0.0,293227584.0,137014.0,410.0,0.0
0.0,612.8550415039062,-15.854372024536133,0.035197529941797256,7.555217742919922,0.0,0.0,0.0,293234112.0,143526.0,410.0,0.0
0.0,614.0702514648438,-15.449275970458984,0.035197529941797256,7.555217742919922,0.0,0.0,0.0,293240640.0,150074.0,410.0,0.0
0.0,613.2600708007812,-15.854372024536133,0.03990086913108826,7.5560760498046875,0.0,0.0,0.0,293247168.0,156589.0,410.0,0.0
0.0,613.2600708007812,-15.854372024536133,0.03990086913108826,7.557197093963623,0.0,0.0,0.0,293253696.0,163135.0,410.0,0.0
0.0,613.2600708007812,-15.854372024536133,0.025739161297678947,7.557197093963623,0.0,0.0,0.0,293260224.0,169646.0,410.0,0.0
0.0,614.475341796875,-14.233972549438477,0.045586228370666504,7.557051181793213,0.0,0.0,0.0,293266720.0,176149.0,410.0,0.0
0.0,613.6651611328125,-15.854372024536133,0.045586228370666504,7.557051181793213,0.0,0.0,0.0,293272064.0,181480.0,410.0,0.0
0.0,614.475341796875,-13.828877449035645,0.045586228370666504,7.556524276733398,0.0,0.0,0.0,293278016.0,187444.0,410.0,0.0
0.0,614.0702514648438,-16.66456413269043,0.04346713796257973,7.556524276733398,0.0,0.0,0.0,293284224.0,193658.0,410.0,0.0
0.0,614.0702514648438,-12.613602638244629,0.04346713796257973,7.55572509765625,0.0,0.0,0.0,293290144.0,199575.0,410.0,0.0
0.0,612.8550415039062,-14.233972549438477,0.03695482015609741,7.55572509765625,0.0,0.0,0.0,293296064.0,205505.0,410.0,0.0
0.0,612.4498901367188,-14.639083862304688,0.03928064927458763,7.5551886558532715,0.0,0.0,0.0,293302624.0,212059.0,410.0,0.0
0.0,616.0957641601562,-13.828877449035645,0.03928064927458763,7.5551886558532715,0.0,0.0,0.0,293309152.0,218569.0,410.0,0.0
0.0,613.6651611328125,-17.879852294921875,0.030442502349615097,7.554818153381348,0.0,0.0,0.0,293315648.0,225068.0,410.0,0.0
0.0,612.8550415039062,-14.639083862304688,0.030442502349615097,7.555637359619141,0.0,0.0,0.0,293322208.0,231635.0,410.0,0.0
0.0,612.0447998046875,-15.449275970458984,0.01907178945839405,7.555637359619141,0.0,0.0,0.0,293328736.0,238177.0,410.0,0.0
0.0,612.8550415039062,-15.854372024536133,0.01907178945839405,7.555403232574463,0.0,0.0,0.0,293334080.0,243511.0,410.0,0.0
0.0,611.234619140625,-12.613602638244629,0.03659302368760109,7.555403232574463,0.0,0.0,0.0,293340000.0,249432.0,410.0,0.0
0.0,612.4498901367188,-13.828877449035645,0.03659302368760109,7.554642677307129,0.0,0.0,0.0,293346208.0,255643.0,410.0,0.0
0.0,614.475341796875,-14.639083862304688,0.04372556507587433,7.554642677307129,0.0,0.0,0.0,293352192.0,261615.0,410.0,0.0
0.0,614.8804321289062,-13.828877449035645,0.04372556507587433,7.554730415344238,0.0,0.0,0.0,293358080.0,267492.0,410.0,0.0
0.0,611.234619140625,-9.372833251953125,0.03437056764960289,7.554730415344238,0.0,0.0,0.0,293364576.0,274001.0,410.0,0.0
0.0,612.0447998046875,-10.183025360107422,0.03437056764960289,7.555266857147217,0.0,0.0,0.0,293371136.0,280565.0,410.0,0.0
0.0,613.6651611328125,-14.233972549438477,0.04000423848628998,7.555266857147217,0.0,0.0,0.0,293377664.0,287075.0,410.0,0.0
0.0,614.0702514648438,-16.259469985961914,0.04000423848628998,7.555354595184326,0.0,0.0,0.0,293384160.0,293584.0,410.0,0.0
0.0,614.0702514648438,-16.259469985961914,0.03995255380868912,7.555354595184326,0.0,0.0,0.0,293390720.0,300136.0,410.0,0.0
0.0,613.6651611328125,-14.233972549438477,0.03995255380868912,7.554633140563965,0.0,0.0,0.0,293397216.0,306642.0,410.0,0.0
0.0,611.6396484375,-15.044179916381836,0.04351882264018059,7.554964542388916,0.0,0.0,0.0,293403776.0,313197.0,410.0,0.0
0.0,612.8550415039062,-14.639083862304688,0.04351882264018059,7.554964542388916,0.0,0.0,0.0,293409056.0,318481.0,410.0,0.0
0.0,610.8294677734375,-13.42378044128418,0.04382893443107605,7.554067611694336,0.0,0.0,0.0,293415072.0,324501.0,410.0,0.0
0.0,611.234619140625,-13.018699645996094,0.04382893443107605,7.554067611694336,0.0,0.0,0.0,293421248.0,330674.0,410.0,0.0
0.0,612.8550415039062,-15.044179916381836,0.017572922632098198,7.554603576660156,0.0,0.0,0.0,293427168.0,336596.0,410.0,0.0
0.0,611.6396484375,-13.42378044128418,0.017572922632098198,7.554603576660156,0.0,0.0,0.0,293433088.0,342520.0,410.0,0.0
0.0,611.234619140625,-14.639083862304688,0.029253747314214706,7.556573390960693,0.0,0.0,0.0,293439648.0,349078.0,410.0,0.0
0.0,612.4498901367188,-13.828877449035645,0.029253747314214706,7.556573390960693,0.0,0.0,0.0,293446176.0,355604.0,410.0,0.0
0.0,614.0702514648438,-15.449275970458984,0.032664962112903595,7.558123588562012,0.0,0.0,0.0,293452704.0,362140.0,410.0,0.0
0.0,614.8804321289062,-16.259469985961914,0.032664962112903595,7.558123588562012,0.0,0.0,0.0,293459232.0,368653.0,410.0,0.0
0.0,612.8550415039062,-15.044179916381836,0.016280794516205788,7.555179119110107,0.0,0.0,0.0,293465728.0,375156.0,410.0,0.0
0.0,612.8550415039062,-15.854372024536133,0.016280794516205788,7.555179119110107,0.0,0.0,0.0,293471072.0,380489.0,410.0,0.0
0.0,614.8804321289062,-14.233972549438477,0.018658308312296867,7.555179119110107,0.0,0.0,0.0,293477280.0,386704.0,410.0,0.0
0.0,614.475341796875,-14.639083862304688,0.018658308312296867,7.556748867034912,0.0,0.0,0.0,293483296.0,392724.0,410.0,0.0
0.0,611.6396484375,-14.639083862304688,0.025429051369428635,7.556748867034912,0.0,0.0,0.0,293489024.0,398444.0,410.0,0.0
0.0,612.4498901367188,-15.044179916381836,0.025429051369428635,7.55662202835083,0.0,0.0,0.0,293495328.0,404760.0,410.0,0.0
0.0,613.2600708007812,-15.449275970458984,0.03576606512069702,7.55662202835083,0.0,0.0,0.0,293501632.0,411075.0,410.0,0.0
0.0,618.1212768554688,-15.449275970458984,0.03230316564440727,7.55659294128418,0.0,0.0,0.0,293508160.0,417592.0,410.0,0.0
0.0,616.906005859375,-13.018699645996094,0.03230316564440727,7.55659294128418,0.0,0.0,0.0,293514688.0,424105.0,410.0,0.0
0.0,613.2600708007812,-15.044179916381836,0.016901016235351562,7.556427001953125,0.0,0.0,0.0,293520096.0,429533.0,410.0,0.0
0.0,613.6651611328125,-15.044179916381836,0.016901016235351562,7.556427001953125,0.0,0.0,0.0,293526208.0,435649.0,410.0,0.0
0.0,614.0702514648438,-15.854372024536133,0.013799912296235561,7.555910110473633,0.0,0.0,0.0,293532256.0,441673.0,410.0,0.0
0.0,613.6651611328125,-15.044179916381836,0.013799912296235561,7.555910110473633,0.0,0.0,0.0,293538112.0,447553.0,410.0,0.0
0.0,614.0702514648438,-15.449275970458984,0.026772864162921906,7.554691314697266,0.0,0.0,0.0,293544064.0,453482.0,410.0,0.0
0.0,619.74169921875,-14.639083862304688,0.026772864162921906,7.554691314697266,0.0,0.0,0.0,293550592.0,460010.0,410.0,0.0
0.0,613.2600708007812,-13.018699645996094,0.039694130420684814,7.555217742919922,0.0,0.0,0.0,293557120.0,466556.0,410.0,0.0
0.0,612.8550415039062,-13.018699645996094,0.039694130420684814,7.55709981918335,0.0,0.0,0.0,293563648.0,473081.0,410.0,0.0
0.0,612.0447998046875,-15.449275970458984,0.036179546266794205,7.55709981918335,0.0,0.0,0.0,293569024.0,478439.0,410.0,0.0
0.0,613.6651611328125,-14.233972549438477,0.036179546266794205,7.555881023406982,0.0,0.0,0.0,293575168.0,484606.0,410.0,0.0
0.0,618.1212768554688,-11.398314476013184,0.024653775617480278,7.555881023406982,0.0,0.0,0.0,293581184.0,490627.0,410.0,0.0
0.0,615.2855834960938,-15.044179916381836,0.024653775617480278,7.555490970611572,0.0,0.0,0.0,293587136.0,496553.0,410.0,0.0
0.0,614.0702514648438,-14.233972549438477,0.030545873567461967,7.555490970611572,0.0,0.0,0.0,293592992.0,502431.0,410.0,0.0
0.0,613.6651611328125,-14.233972549438477,0.030545873567461967,7.556553840637207,0.0,0.0,0.0,293599552.0,508987.0,410.0,0.0
0.0,612.8550415039062,-14.233972549438477,0.031166093423962593,7.556553840637207,0.0,0.0,0.0,293606080.0,515506.0,410.0,0.0
0.0,620.5518798828125,-13.828877449035645,0.031166093423962593,7.555510520935059,0.0,0.0,0.0,293612608.0,522050.0,410.0,0.0
0.0,612.4498901367188,-13.018699645996094,0.03679976612329483,7.555510520935059,0.0,0.0,0.0,293619136.0,528573.0,410.0,0.0
0.0,613.6651611328125,-15.449275970458984,0.03679976612329483,7.555286407470703,0.0,0.0,0.0,293625664.0,535082.0,410.0,0.0
0.0,611.6396484375,-16.66456413269043,0.03561101108789444,7.555286407470703,0.0,0.0,0.0,293631040.0,540461.0,410.0,0.0
0.0,617.3109741210938,-13.018699645996094,0.03561101108789444,7.556612491607666,0.0,0.0,0.0,293637216.0,546635.0,410.0,0.0
0.0,612.4498901367188,-17.879852294921875,0.04377724975347519,7.556612491607666,0.0,0.0,0.0,293643168.0,552604.0,410.0,0.0
0.0,610.8294677734375,-15.044179916381836,0.04377724975347519,7.5567779541015625,0.0,0.0,0.0,293649088.0,558525.0,410.0,0.0
0.0,612.8550415039062,-13.42378044128418,0.02842678502202034,7.5567779541015625,0.0,0.0,0.0,293655040.0,564458.0,410.0,0.0
0.0,615.690673828125,-15.854372024536133,0.02842678502202034,7.555578708648682,0.0,0.0,0.0,293661536.0,570967.0,410.0,0.0
0.0,611.6396484375,-12.20850658416748,0.030132392421364784,7.556865692138672,0.0,0.0,0.0,293668096.0,577521.0,410.0,0.0
0.0,613.2600708007812,-11.398314476013184,0.030132392421364784,7.556865692138672,0.0,0.0,0.0,293674624.0,584040.0,410.0,0.0
0.0,613.6651611328125,-15.044179916381836,0.041968271136283875,7.558513641357422,0.0,0.0,0.0,293680032.0,589463.0,410.0,0.0
0.0,616.0957641601562,-14.639083862304688,0.041968271136283875,7.558513641357422,0.0,0.0,0.0,293686144.0,595584.0,410.0,0.0
0.0,616.0957641601562,-14.233972549438477,0.04377724975347519,7.556046962738037,0.0,0.0,0.0,293692192.0,601613.0,410.0,0.0
0.0,615.690673828125,-12.613602638244629,0.04377724975347519,7.556046962738037,0.0,0.0,0.0,293698048.0,607490.0,410.0,0.0
0.0,621.362060546875,-13.828877449035645,0.032458219677209854,7.555237293243408,0.0,0.0,0.0,293704128.0,613565.0,410.0,0.0
0.0,615.690673828125,-16.66456413269043,0.032458219677209854,7.555237293243408,0.0,0.0,0.0,293710368.0,619787.0,410.0,0.0
0.0,612.4498901367188,-13.828877449035645,0.021759411320090294,7.555237293243408,0.0,0.0,0.0,293716960.0,626381.0,410.0,0.0
0.0,616.5008544921875,-13.018699645996094,0.021759411320090294,7.555237293243408,0.0,0.0,0.0,293722016.0,631437.0,410.0,0.0
0.0,613.2600708007812,-16.66456413269043,0.029873967170715332,7.554769515991211,0.0,0.0,0.0,293728032.0,637462.0,410.0,0.0
0.0,612.0447998046875,-14.639083862304688,0.029873967170715332,7.554769515991211,0.0,0.0,0.0,293734240.0,643682.0,410.0,0.0
0.0,618.5264282226562,-11.398314476013184,0.03571438044309616,7.553901672363281,0.0,0.0,0.0,293740224.0,649657.0,410.0,0.0
0.0,612.4498901367188,-17.06966209411621,0.03571438044309616,7.553901672363281,0.0,0.0,0.0,293746432.0,655874.0,410.0,0.0
0.0,614.475341796875,-15.854372024536133,0.023981869220733643,7.554925441741943,0.0,0.0,0.0,293752960.0,662393.0,410.0,0.0
0.0,612.4498901367188,-15.449275970458984,0.023981869220733643,7.554925441741943,0.0,0.0,0.0,293758016.0,667431.0,410.0,0.0
0.0,611.234619140625,-16.259469985961914,0.03307843953371048,7.555666446685791,0.0,0.0,0.0,293764256.0,673696.0,410.0,0.0
0.0,614.8804321289062,-15.449275970458984,0.03307843953371048,7.555666446685791,0.0,0.0,0.0,293770208.0,679623.0,410.0,0.0
0.0,611.234619140625,-10.58812141418457,0.026721177622675896,7.554145336151123,0.0,0.0,0.0,293776128.0,685539.0,410.0,0.0
0.0,612.8550415039062,-14.233972549438477,0.026721177622675896,7.554145336151123,0.0,0.0,0.0,293782336.0,691763.0,410.0,0.0
0.0,612.0447998046875,-16.259469985961914,0.020053805783391,7.554028511047363,0.0,0.0,0.0,293788896.0,698327.0,410.0,0.0
0.0,613.6651611328125,-13.018699645996094,0.020053805783391,7.555773735046387,0.0,0.0,0.0,293794176.0,703607.0,410.0,0.0
0.0,613.6651611328125,-13.828877449035645,0.022172892466187477,7.555773735046387,0.0,0.0,0.0,293800224.0,709637.0,410.0,0.0
0.0,614.475341796875,-15.854372024536133,0.022172892466187477,7.555783271789551,0.0,0.0,0.0,293806144.0,715555.0,410.0,0.0
0.0,614.475341796875,-16.66456413269043,0.02956385724246502,7.555783271789551,0.0,0.0,0.0,293812000.0,721434.0,410.0,0.0
0.0,614.0702514648438,-18.690046310424805,0.02956385724246502,7.555978298187256,0.0,0.0,0.0,293818272.0,727706.0,410.0,0.0
0.0,612.4498901367188,-15.044179916381836,0.03710987791419029,7.555978298187256,0.0,0.0,0.0,293824800.0,734215.0,410.0,0.0
0.0,612.8550415039062,-11.398314476013184,0.03710987791419029,7.556466102600098,0.0,0.0,0.0,293830176.0,739596.0,410.0,0.0
